name,level,published,created_on,review_count,avg_rating
kubba,0,True,2019-12-17,3,3.0
recappable,0,True,2019-12-17,1,3.0
sonhood,0,True,2019-12-17,1,1.0
protozoologist,1,True,2019-12-17,4,2.25
sciamachy,0,True,2019-12-17,1,2.0
rhabdomantic,2,True,2019-12-17,3,2.6667
Malayize,2,True,2019-12-17,1,3.0
Occidentalist,0,True,2019-12-17,1,1.0
dendrocoele,0,True,2019-12-17,2,3.0
coconsciousness,2,True,2019-12-17,5,4.0
unevoked,0,True,2019-12-17,1,5.0
plainly,2,True,2019-12-17,3,4.0
talonic,1,True,2019-12-17,1,2.0
hypsoisotherm,0,True,2019-12-17,2,3.5
brieflessness,1,True,2019-12-17,4,3.0
unproud,2,True,2019-12-17,3,2.6667
counterreply,1,True,2019-12-17,1,1.0
ambivert,1,True,2019-12-17,4,3.0
roub,2,True,2019-12-17,1,5.0
dichromate,0,True,2019-12-17,5,3.0
Metridium,2,True,2019-12-17,3,3.0
teaser,2,True,2019-12-17,3,3.6667
sifflot,2,True,2019-12-17,4,4.25
dabbling,0,True,2019-12-17,1,3.0
bask,0,True,2019-12-17,4,4.25
gorilloid,1,True,2019-12-17,2,2.0
kingdomless,2,True,2019-12-17,3,2.0
accretive,0,True,2019-12-17,4,3.75
Mombottu,2,True,2019-12-17,5,3.6
rondellier,0,True,2019-12-17,3,1.6667
morph,0,True,2019-12-17,1,1.0
mitotic,0,True,2019-12-17,4,3.5
lumper,0,True,2019-12-17,2,4.0
reproachably,2,True,2019-12-17,1,5.0
syngamic,0,True,2019-12-17,4,3.0
intransmutability,1,True,2019-12-17,8,3.375
Culex,1,True,2019-12-17,2,1.5
deflect,1,True,2019-12-17,3,3.3333
unobediently,1,True,2019-12-17,2,3.0
unplacable,1,True,2019-12-17,3,2.3333
hydropneumothorax,1,True,2019-12-17,2,3.5
ratafia,0,True,2019-12-17,1,3.0
soporose,1,True,2019-12-17,3,2.6667
soapfish,0,True,2019-12-17,3,4.0
heresiologer,0,True,2019-12-17,1,1.0
Micropterus,1,True,2019-12-17,2,3.5
phosphorhidrosis,0,True,2019-12-17,4,2.25
taking,1,True,2019-12-17,2,2.0
giganticidal,2,True,2019-12-17,6,2.3333
cryingly,2,True,2019-12-17,8,3.375
ninetieth,1,True,2019-12-17,2,3.0
bewailable,0,True,2019-12-17,3,1.6667
figural,2,True,2019-12-17,5,2.8
intercross,0,True,2019-12-17,2,3.0
deash,0,True,2019-12-17,1,4.0
miscorrection,2,True,2019-12-17,3,3.3333
thermostatics,1,True,2019-12-17,1,1.0
orrery,1,True,2019-12-17,3,4.6667
Andromede,2,True,2019-12-17,2,3.5
chesser,0,True,2019-12-17,4,4.0
suburbanly,0,True,2019-12-17,6,3.0
prickliness,0,True,2019-12-17,3,2.3333
baste,2,True,2019-12-17,3,3.0
platycarpous,1,True,2019-12-17,3,4.3333
Gomphrena,0,True,2019-12-17,1,4.0
unceiled,0,True,2019-12-17,3,2.0
romanticistic,1,True,2019-12-17,1,1.0
medjidie,0,True,2019-12-17,4,2.5
antisplitting,0,True,2019-12-17,2,4.5
biometrical,2,True,2019-12-17,3,3.0
podesterate,2,True,2019-12-17,4,3.0
deceleration,0,True,2019-12-17,2,2.0
squush,2,True,2019-12-17,7,3.2857
predigestion,1,True,2019-12-17,1,4.0
facebread,2,True,2019-12-17,2,2.5
torsion,0,True,2019-12-17,6,3.0
Scillonian,2,True,2019-12-17,2,2.0
Catocala,1,True,2019-12-17,2,4.0
frangulic,0,True,2019-12-17,1,3.0
pantaloonery,0,True,2019-12-17,3,3.6667
adenomycosis,1,True,2019-12-17,2,2.0
Chiromyidae,2,True,2019-12-17,2,4.0
they,1,True,2019-12-17,4,2.75
speedwell,0,True,2019-12-17,1,2.0
antiromance,0,True,2019-12-17,6,2.8333
frogskin,1,True,2019-12-17,5,3.2
paxillar,0,True,2019-12-17,3,3.3333
raspingly,0,True,2019-12-17,2,2.5
Ionic,1,True,2019-12-17,2,1.5
benny,0,True,2019-12-17,4,3.5
alectoria,0,True,2019-12-17,3,3.0
inhaustion,0,True,2019-12-17,1,4.0
imagery,2,True,2019-12-17,2,1.0
cryoscopy,0,True,2019-12-17,4,3.0
Pristipomidae,0,True,2019-12-17,3,2.0
saltishness,1,True,2019-12-17,4,3.5
unexpropriable,1,True,2019-12-17,2,2.5
fableist,1,True,2019-12-17,5,3.4
demulsify,1,True,2019-12-17,3,2.6667
panace,1,True,2019-12-17,3,4.0
octodactylous,1,True,2019-12-17,4,4.25
nondisjunct,2,True,2019-12-17,1,4.0
worktime,1,True,2019-12-17,1,1.0
gruntled,1,True,2019-12-17,2,2.0
animi,0,True,2019-12-17,1,5.0
Isolde,1,True,2019-12-17,2,1.5
mure,2,True,2019-12-17,6,2.8333
versine,0,True,2019-12-17,6,3.0
Klondiker,1,True,2019-12-17,3,3.0
inveigh,0,True,2019-12-17,1,3.0
stenocephalia,1,True,2019-12-17,3,1.6667
overreserved,2,True,2019-12-17,5,3.2
palaced,2,True,2019-12-17,4,2.25
compursion,2,True,2019-12-17,1,5.0
Xanthomonas,1,True,2019-12-17,2,3.0
polycrotism,0,True,2019-12-17,2,4.0
somatocyst,0,True,2019-12-17,7,4.1429
limn,0,True,2019-12-17,6,2.5
resilifer,1,True,2019-12-17,6,2.0
forager,0,True,2019-12-17,4,4.0
flota,0,True,2019-12-17,5,3.2
catchpoleship,2,True,2019-12-17,2,4.0
autohypnosis,1,True,2019-12-17,2,2.5
gravimetric,2,True,2019-12-17,4,3.25
lawrightman,2,True,2019-12-17,2,4.5
agal,2,True,2019-12-17,2,4.0
lophiostomate,2,True,2019-12-17,3,3.6667
forklike,2,True,2019-12-17,6,3.0
carapo,2,True,2019-12-17,3,2.3333
unconcludable,1,True,2019-12-17,6,2.6667
incognoscent,2,True,2019-12-17,1,3.0
recut,1,True,2019-12-17,3,2.0
Celia,1,True,2019-12-17,3,3.3333
dunghill,0,True,2019-12-17,2,2.5
skepticize,2,True,2019-12-17,5,2.6
prismal,0,True,2019-12-17,2,3.5
apanthropy,1,True,2019-12-17,2,1.5
pseudohemal,1,True,2019-12-17,6,4.0
iliospinal,0,True,2019-12-17,1,1.0
antiquer,2,True,2019-12-17,1,1.0
adoration,0,True,2019-12-17,3,1.6667
Sepharvites,2,True,2019-12-17,5,3.0
schizopodal,2,True,2019-12-17,2,3.5
traprock,1,True,2019-12-17,7,2.8571
sucupira,2,True,2019-12-17,4,3.0
dime,2,True,2019-12-17,2,4.0
lastspring,2,True,2019-12-17,5,2.8
vaporable,2,True,2019-12-17,3,4.0
Bukidnon,2,True,2019-12-17,6,2.6667
skainsmate,2,True,2019-12-17,7,4.1429
calandria,1,True,2019-12-17,3,3.3333
strontium,0,True,2019-12-17,4,4.0
staymaking,0,True,2019-12-17,4,4.25
unsuspicion,2,True,2019-12-17,5,3.2
retroauricular,0,True,2019-12-17,1,5.0
mesnalty,0,True,2019-12-17,2,3.5
companion,0,True,2019-12-17,6,2.6667
rehypothecate,1,True,2019-12-17,1,5.0
operoseness,1,True,2019-12-17,3,2.0
anticaustic,2,True,2019-12-17,4,2.5
parapsidan,2,True,2019-12-17,4,3.5
nonvenomous,2,True,2019-12-17,3,2.6667
hexasemic,0,True,2019-12-17,3,3.0
Tranzschelia,2,True,2019-12-17,3,1.6667
scryer,0,True,2019-12-17,4,2.0
rapeseed,1,True,2019-12-17,3,4.0
Proboscidea,1,True,2019-12-17,4,4.0
counterattired,2,True,2019-12-17,5,3.2
ichneumonid,1,True,2019-12-17,7,3.0
roadtrack,1,True,2019-12-17,3,3.3333
deicide,1,True,2019-12-17,2,3.0
interlying,1,True,2019-12-17,1,3.0
humoristic,1,True,2019-12-17,4,2.0
ecchymose,2,True,2019-12-17,3,2.0
orthoplastic,0,True,2019-12-17,3,2.3333
additory,1,True,2019-12-17,3,2.3333
mesentery,2,True,2019-12-17,4,4.0
monkship,1,True,2019-12-17,5,3.2
superperson,1,True,2019-12-17,2,4.5
cleanup,2,True,2019-12-17,4,2.25
rhynchocephalous,0,True,2019-12-17,5,3.2
tallis,1,True,2019-12-17,3,3.0
piquancy,0,True,2019-12-17,2,2.0
crippledom,0,True,2019-12-17,3,4.0
periscii,0,True,2019-12-17,9,2.5556
leptochroa,2,True,2019-12-17,4,2.75
tresaiel,0,True,2019-12-17,4,3.75
paludinous,0,True,2019-12-17,3,1.6667
Thymus,1,True,2019-12-17,4,4.25
baseheartedness,2,True,2019-12-17,6,3.8333
radicating,2,True,2019-12-17,3,3.0
beblubber,1,True,2019-12-17,3,2.3333
anophthalmia,0,True,2019-12-17,3,4.3333
violacean,1,True,2019-12-17,5,2.2
pommee,1,True,2019-12-17,1,5.0
egipto,1,True,2019-12-17,2,1.5
lens,1,True,2019-12-17,3,5.0
pawnie,2,True,2019-12-17,1,2.0
unmeditative,2,True,2019-12-17,3,2.0
ribbidge,1,True,2019-12-17,4,3.0
photoepinastically,2,True,2019-12-17,3,3.3333
nonpresbyter,1,True,2019-12-17,3,3.6667
bodhi,0,True,2019-12-17,4,3.25
unactability,1,True,2019-12-17,2,1.5
obeisance,1,True,2019-12-17,2,2.0
enfold,0,True,2019-12-17,3,2.6667
Australopithecinae,2,True,2019-12-17,3,2.6667
Finiglacial,1,True,2019-12-17,1,5.0
vicissitudinary,0,True,2019-12-17,4,3.0
epistoma,0,True,2019-12-17,3,4.0
underreamer,2,True,2019-12-17,4,3.5
sniveling,2,True,2019-12-17,4,3.25
salema,2,True,2019-12-17,6,3.0
discontinuance,0,True,2019-12-17,3,2.0
Azorian,1,True,2019-12-17,3,2.6667
predefeat,2,True,2019-12-17,3,2.6667
Hemibasidiales,1,True,2019-12-17,3,2.3333
untainting,0,True,2019-12-17,6,2.6667
parthenogenetic,1,True,2019-12-17,4,2.75
thalassographic,2,True,2019-12-17,3,3.6667
cumulatively,0,True,2019-12-17,3,3.6667
theophilosophic,0,True,2019-12-17,2,3.5
alecize,0,True,2019-12-17,4,2.75
reeding,1,True,2019-12-17,4,1.5
headphone,2,True,2019-12-17,5,2.8
papulate,2,True,2019-12-17,3,3.3333
coadjutive,2,True,2019-12-17,1,4.0
coppersidesman,2,True,2019-12-17,4,3.25
trappous,0,True,2019-12-17,2,3.5
armlet,2,True,2019-12-17,11,2.7273
pelecypod,0,True,2019-12-17,3,2.3333
reswarm,2,True,2019-12-17,3,2.6667
misdirect,0,True,2019-12-17,4,3.0
luminiferous,2,True,2019-12-17,2,4.5
bothros,1,True,2019-12-17,1,2.0
amnionic,2,True,2019-12-17,3,2.3333
macroanalytical,0,True,2019-12-17,2,3.5
electrotitration,1,True,2019-12-17,2,5.0
unlevied,1,True,2019-12-17,2,2.5
boxing,2,True,2019-12-17,5,2.8
nominally,2,True,2019-12-17,3,3.0
dehydrant,0,True,2019-12-17,4,3.0
Kherwari,2,True,2019-12-17,3,3.3333
rewhirl,1,True,2019-12-17,2,2.5
chakar,0,True,2019-12-17,3,2.3333
stiltish,1,True,2019-12-17,2,5.0
precontrol,1,True,2019-12-17,2,3.0
Israelite,0,True,2019-12-17,3,3.6667
indazine,0,True,2019-12-17,3,3.0
metapneumonic,0,True,2019-12-17,4,3.5
evulse,1,True,2019-12-17,1,5.0
coprisoner,2,True,2019-12-17,1,3.0
milliangstrom,0,True,2019-12-17,5,4.0
Geraniaceae,1,True,2019-12-17,3,2.3333
deplane,0,True,2019-12-17,1,3.0
Scaphiopodidae,0,True,2019-12-17,1,2.0
exposer,2,True,2019-12-17,5,2.2
obfuscable,1,True,2019-12-17,1,5.0
Romanic,2,True,2019-12-17,3,2.3333
antimissionary,1,True,2019-12-17,1,1.0
inconscient,0,True,2019-12-17,3,3.0
incontraction,2,True,2019-12-17,2,1.5
taboparalysis,1,True,2019-12-17,3,3.3333
gypsyish,0,True,2019-12-17,3,2.6667
homesteader,1,True,2019-12-17,1,3.0
saxifragous,2,True,2019-12-17,1,5.0
congealment,1,True,2019-12-17,3,2.0
pseudaxine,2,True,2019-12-17,1,3.0
dutifully,2,True,2019-12-17,2,2.5
nontribesman,2,True,2019-12-17,5,4.4
perimorphism,0,True,2019-12-17,6,2.8333
valency,0,True,2019-12-17,4,3.75
xanthophore,0,True,2019-12-17,3,2.6667
phosphagen,2,True,2019-12-17,3,2.0
playfulness,0,True,2019-12-17,4,3.25
papilliferous,2,True,2019-12-17,1,3.0
waterway,2,True,2019-12-17,3,3.6667
Pascal,0,True,2019-12-17,7,2.8571
electrotelethermometer,2,True,2019-12-17,4,2.25
suprapygal,1,True,2019-12-17,4,3.75
dharma,2,True,2019-12-17,2,3.5
reflower,1,True,2019-12-17,5,2.6
unqualifyingly,0,True,2019-12-17,4,3.0
choirboy,2,True,2019-12-17,4,4.0
unfrowning,0,True,2019-12-17,6,2.6667
scramblingly,0,True,2019-12-17,5,3.2
uncapturable,1,True,2019-12-17,3,3.3333
easily,2,True,2019-12-17,4,3.75
polyarteritis,1,True,2019-12-17,3,4.6667
ecthlipsis,0,True,2019-12-17,4,3.25
Derek,0,True,2019-12-17,1,5.0
suspensor,0,True,2019-12-17,3,4.0
derivationist,2,True,2019-12-17,3,1.3333
superinitiative,2,True,2019-12-17,2,4.5
scoffery,1,True,2019-12-17,6,3.3333
unlust,2,True,2019-12-17,2,3.0
cheesy,1,True,2019-12-17,2,4.0
unstudious,2,True,2019-12-17,3,4.6667
northlight,0,True,2019-12-17,9,2.8889
reinsist,0,True,2019-12-17,3,3.0
frondose,2,True,2019-12-17,3,2.3333
rainbowy,1,True,2019-12-17,1,2.0
lyricism,1,True,2019-12-17,3,3.3333
Ostic,0,True,2019-12-17,1,5.0
moodish,1,True,2019-12-17,1,5.0
Vespa,2,True,2019-12-17,1,2.0
spireless,1,True,2019-12-17,1,1.0
pachyhematous,0,True,2019-12-17,1,5.0
trottie,1,True,2019-12-17,4,3.25
Mukri,0,True,2019-12-17,4,2.25
fibrillation,1,True,2019-12-17,3,3.3333
bronchostomy,1,True,2019-12-17,3,3.3333
aromadendrin,0,True,2019-12-17,7,3.5714
Lotte,0,True,2019-12-17,4,3.25
Calibanism,2,True,2019-12-17,2,3.0
testa,0,True,2019-12-17,3,3.0
forlorn,0,True,2019-12-17,3,2.3333
cancerism,2,True,2019-12-17,2,1.0
former,2,True,2019-12-17,5,3.6
penalty,1,True,2019-12-17,3,3.0
roundelay,1,True,2019-12-17,3,4.0
moldery,2,True,2019-12-17,3,2.0
reanimalize,1,True,2019-12-17,3,2.6667
cesious,2,True,2019-12-17,4,3.75
scoury,1,True,2019-12-17,3,2.6667
palatality,2,True,2019-12-17,3,3.3333
discountenancer,2,True,2019-12-17,5,2.6
coinstantaneous,2,True,2019-12-17,1,3.0
glumpiness,2,True,2019-12-17,2,2.0
Hippurites,0,True,2019-12-17,4,3.5
cerebron,0,True,2019-12-17,2,4.0
farrand,0,True,2019-12-17,2,1.5
mirza,2,True,2019-12-17,5,3.4
overspun,2,True,2019-12-17,6,2.5
voltzite,1,True,2019-12-17,2,3.0
belonite,0,True,2019-12-17,2,1.5
tussis,0,True,2019-12-17,2,4.5
shipmaster,2,True,2019-12-17,6,3.3333
editorialize,1,True,2019-12-17,4,2.75
Celtophobia,0,True,2019-12-17,2,3.5
thoracicolumbar,2,True,2019-12-17,4,2.5
osteodermatous,0,True,2019-12-17,2,2.0
spiro,2,True,2019-12-17,2,2.0
antitonic,0,True,2019-12-17,3,3.0
fulgurator,1,True,2019-12-17,4,1.75
trapped,2,True,2019-12-17,0,0
unleached,2,True,2019-12-17,0,0
daimonion,1,True,2019-12-17,0,0
tanak,2,True,2019-12-17,0,0
muscarine,1,True,2019-12-17,0,0
Hephaestus,2,True,2019-12-17,0,0
impermeableness,1,True,2019-12-17,0,0
twineable,1,True,2019-12-17,0,0
unbuskined,0,True,2019-12-17,0,0
azoxyphenetole,2,True,2019-12-17,0,0
lawbreaker,1,True,2019-12-17,0,0
abody,1,True,2019-12-17,0,0
pathobiologist,1,True,2019-12-17,0,0
despondently,1,True,2019-12-17,0,0
amesite,1,True,2019-12-17,0,0
nonrecommendation,0,True,2019-12-17,0,0
pleuralgic,1,True,2019-12-17,0,0
lacksense,0,True,2019-12-17,0,0
agamont,2,True,2019-12-17,0,0
ortho,2,True,2019-12-17,0,0
nonillion,0,True,2019-12-17,0,0
batterman,1,True,2019-12-17,0,0
micrococcal,2,True,2019-12-17,0,0
conservatory,0,True,2019-12-17,0,0
wombstone,2,True,2019-12-17,0,0
muffler,0,True,2019-12-17,0,0
tergitic,1,True,2019-12-17,0,0
traumatonesis,1,True,2019-12-17,0,0
equivalenced,1,True,2019-12-17,0,0
photelectrograph,1,True,2019-12-17,0,0
rehydrate,0,True,2019-12-17,0,0
supergenerosity,2,True,2019-12-17,0,0
meningococcus,0,True,2019-12-17,0,0
interfluence,1,True,2019-12-17,0,0
